Cuisine,NumberOfReviews,Rating,RestaurantId
newamerican,127,3.5,IO9mQ3xkj8W3cv542rt0hg
newamerican,314,4.0,Xq9uOJz0U1iugBqRoQt1hA
newamerican,52,4.0,q6H2tAtasVm44g3K5lAGew
newamerican,216,4.0,f-sL-VgQzte0StcqI3KkJw
newamerican,262,3.5,xzSCmIvmLjgXm2x3epuorQ
newamerican,204,3.5,Rq7B5m9nYiRRRHa8CvPDTg
newamerican,393,3.5,ZS4d0-qFwDwV7yreo38nAA
newamerican,7,3.5,NlSCY843jBk26w0leGeLVA
newamerican,53,4.0,IhY6ZCZ8neZ1RfjBjkYBPQ
newamerican,576,3.0,bP7FrQ6n8PCx7h6fVgGJHA
newamerican,42,4.5,rtD77CWSUh5FVp9kXn_0UQ
newamerican,32,4.0,hpz6Bl9y_BJSmP0j1Bivyg
newamerican,159,4.0,_OdmajwtXXQwz-RhFUUxFw
newamerican,351,3.5,bb7jcDQOwQ79aOXhKwwvMQ
newamerican,25,4.5,TVuJO-1J7IQa0nCyGGEd1w
italian,115,3.5,Ogy4UZvXdGrzEldp6ssYoQ
newamerican,174,4.0,ckb_w10XmSsW3riotGqXQA
newamerican,319,3.0,-ry1ti7hInsrR5dC2wZ0TA
newamerican,113,3.5,gp7fzcuXIRJltJho_pPaZA
newamerican,37,4.5,7AkS0QtUcnyGvObJpLlDtQ
newamerican,82,4.0,pjoUbRK5kKkXKHuAsvDkjQ
newamerican,187,4.0,qQyknbv7ndx0HslLZd7xyg
newamerican,13,3.0,7_vFRHSI2RyAwl5os07uNw
newamerican,108,3.5,I4i0ZpoMDmQSNnHOtml0wA
newamerican,326,3.5,NdvmQ8VoLUIZyFpApZOXUA
newamerican,145,3.5,nkT08Tewf6TLaysiuiF8Ow
newamerican,295,4.0,0U8gOnAAVEDzVtXy8x2mbg
newamerican,537,3.5,TBDP4awPY4OVF2wsx2JI-g
newamerican,113,4.0,y64lCrHGTsrRuDmhoUA0nw
newamerican,56,3.5,I31pIFClX7xdaFkjM2a83g
newamerican,48,3.5,fkXGPusS21ieBsl1qpaO4A
newamerican,231,3.5,u3wAKkynmIkXjVdFXkrnVg
newamerican,39,4.5,K2IG-jUEGURqX-gYdQ6wZg
newamerican,65,4.0,idyZhq9vMaYxQ40hYH2x5g
newamerican,90,4.0,YDzygPhlc5fSE552u6hEWw
newamerican,38,3.5,TYui1-084WchA1vBZUGzxQ
newamerican,318,4.0,oBcqZs0CAZjsLuMB-mNJ6A
newamerican,378,3.5,Tt9Mkrgd5Zj_ZJEeU0L7Gg
newamerican,97,3.0,UUIKdOylovTfXGvvKTN_yQ
newamerican,87,3.5,_lYYTMno4OAvGQHml37LGw
newamerican,386,3.5,bQrrVsa6PLLQEYDDaw0uSw
newamerican,49,4.0,bV_RI0zlJkq3XWS7FGmOzg
newamerican,11,4.0,qNVN0dsnl4akLNueEoY-Hw
newamerican,2,5.0,6ycMkuiDwmvJKYbSP-24Cg
newamerican,11,3.5,n0-nMXrLIVI2KH6vr62R8Q
newamerican,17,4.0,W9pdamQyb8tY6ye5J2lonA
newamerican,73,3.5,Ei4UyR1_mMFwuunv8gRUWw
newamerican,628,3.5,z8j7rx9RpkR5vQjFumUP7A
newamerican,212,4.5,jvPYm9rYK-5ddnjU30Oz4Q
newamerican,375,4.0,vwVRoM9gVWuwJw1_6xfyag
newamerican,20,4.0,eEMUnRqhLKHMIw-TIQhAzg
newamerican,27,3.5,Q3xTM15H8fRH8wv9PD8weA
newamerican,560,3.5,rgAj05ov6HLAECdE39wMVg
newamerican,5,3.5,BYKqlvwqYw9UTQcctMg4Ag
newamerican,767,3.5,5NRZM0Z8pMOno5VgpCPFzA
newamerican,71,3.5,2Edq66lsiO17FSAVAlVVkA
newamerican,164,3.5,W4mnJcaf42jqkSOHVjnWVw
newamerican,347,3.5,EY5ot4Z1tgbDC-TZXIcRjQ
newamerican,24,4.5,8ZpHqfqSDPnqQ2P81uV4Zg
newamerican,58,3.0,4gLLWT4dFnfrcuREA5eg0w
newamerican,105,4.0,T0_H1TzV3RcCtADVmlo29A
newamerican,205,3.5,GftgnTjnt_68eykwwmRLHg
newamerican,71,4.0,oBAxfAeF6OBukPg3WLmiRg
newamerican,234,3.0,unJelornHwKdx24Rl-rEMA
newamerican,225,3.5,tFQRwk9SVOFgpMBZ55UrLw
newamerican,312,3.5,hxGhxBnerDaaRhrgoIi5rg
newamerican,528,3.5,UmbueYC2QcDFJy6ju7M6dw
newamerican,113,4.5,pKWWUT8mpvhMdOr4X383KA
newamerican,723,3.0,OKO2WCseGqEBwj_obKETHA
newamerican,25,5.0,4W0qF6C0KDmGDOc4pR3CkQ
newamerican,239,3.5,dHFI6gF6P3egnQUSHUNIBg
newamerican,148,4.0,YgVUJg4-aUsSu9dLhfF-3Q
newamerican,607,3.5,Z5FKUxsLDi5LznSrmH-ISg
newamerican,410,3.0,_EvMuZ9HDTdEZeRf-IJlQQ
newamerican,1,4.0,9Ke2V1SJVOPyr4z3Bj4_IQ
newamerican,271,3.5,DZ7oBcBdfe_1KxRxvFbsPQ
newamerican,319,3.5,shBSpp2CQ3fnOvdUe2dNRA
newamerican,33,3.5,ajoAc3xVgykj8StFwDFPGQ
newamerican,99,3.5,d9OFd2AgqRfXfJRo7pGIEA
newamerican,12,3.5,CvSKe_RYl4F5AcRihO0Ntg
newamerican,73,3.5,03CMrhOXIG3zSgM6rQClEg
newamerican,156,4.0,sMUYF6hEsuptyXiwNLaK-Q
newamerican,836,3.0,CDiO7GI8k7EHSAcdLzEVqA
newamerican,263,3.5,izPtlTgNT9WnibeRrXmvsQ
newamerican,10,4.0,iP973npkNylblbj9t9GKlA
newamerican,59,3.5,X_fIYLkGw71zYYK0apXDHw
newamerican,175,3.5,VWXd8B0luWhb7-qsedOw9g
newamerican,165,3.5,IrlANmmvYynVviRwvOqNxg
newamerican,40,3.5,Q_bI2gY7LtMCXkzkakPUkg
newamerican,164,2.5,wT6QuPcNjZfKHuJQNW-bbQ
newamerican,16,2.5,l64cd3LR3URa8mofn2jamw
newamerican,297,3.0,aBquN4JMP8GSJ6s91Ms9UQ
newamerican,18,3.5,GEbvV8QRegWwF6JQHfsOyA
newamerican,151,3.0,Ubjy_YwMiU69kdSaXC9bgw
newamerican,3,3.5,CnvuyUUMomn9qyQp5VRoqA
newamerican,579,3.5,DMOwfdP0Va1QI_KNefD8kg
newamerican,500,3.5,8fn5gUBncPJifhsEKmAejQ
newamerican,293,4.0,7o6AIJ4gAHxvwLNQ1PUtvQ
newamerican,4,4.5,1jQytvJPPVhKxZ6WDQeF3g
newamerican,409,3.5,l5_AVUx_Er6nl_YOu4RJrg
newamerican,95,4.0,7zxV9U7_SJ1npeLCkHUzjg
newamerican,10,4.5,YxLazl79hS4O_ygHWqM3mg
newamerican,209,3.5,yNC4kI9Md0Csd6zqr3oeFw
newamerican,8,2.5,PGatouRg4jdVwQurBAdWkA
newamerican,244,4.0,8IRT0TGqsc9Ng27f_TFhnQ
newamerican,41,3.0,eQJAliaDAl9qELx-cjXdjw
newamerican,257,3.5,WESGoub2nzCSRTYoURbcEQ
newamerican,23,2.5,XFOeF0EbUakeSMMT5t6j3w
newamerican,1,5.0,Tf9bkUm5dSiRjNRdut6diA
newamerican,66,4.0,sEgYMqEjnILJFYNTwg_izA
newamerican,349,3.5,2_kvHYO8YDZoepinusLpqw
newamerican,66,3.5,tGBSU8KobmANg_3CEV4ZMg
newamerican,104,3.0,w4KiGCO-_qhlgW-bCaD4vg
newamerican,13,4.0,R_hzPaLIlqhj0Lfs0RcM_g
newamerican,20,4.5,bSE1Wnh6tWk9hkzkYVLaJw
newamerican,58,3.5,jvfu2pcwZhCcwB3o4lrvcw
newamerican,436,3.5,ddMGbYACeF6O-u6qFca2KQ
newamerican,194,4.5,iHmBWf-QuwzqvCL-ZebITw
newamerican,305,3.5,1Gtr-hWHBFf1Sdw0j_kvcQ
newamerican,615,2.5,lcBLhtM1mx3BulbWo1uMsQ
newamerican,122,3.5,9PmK63frTS-ZrvPCfpe1jg
newamerican,191,3.5,1o5dCnbY1Y9de7ZbdsxUsQ
newamerican,68,3.5,mXN9tmuDHZIfCeUBYqSRuQ
newamerican,182,3.5,e2DBROySYB4sySdIvQjA2g
newamerican,65,4.0,TK1rbgBEPQWyxF4pu973oQ
newamerican,306,3.5,npsH4UuhvnfE8wzXJdgUPA
newamerican,516,3.0,hgwnIf9c9_IvY40YhdqQfw
newamerican,106,3.0,AenVV_JJLVclWBNPZgXiRA
newamerican,284,3.0,7Xx775uJdWDSXlzbsdV54w
newamerican,496,4.0,n-JSnKZcF1Bs-RPcIlb0qw
newamerican,21,3.5,VmoWy7faOnChH9a62Be1hQ
newamerican,229,4.0,j3HLOkrjzBjcvYPiIHua1A
newamerican,184,4.0,eoz2NahxyivVRs8Ll9Ljjg
newamerican,105,3.0,NBFx7oGyZZ8ysABnlLocyw
newamerican,2,4.0,cXoln239M7Bl4D-z7gs38w
newamerican,47,3.0,nrvCwPbCpYL_jtaKd7tGfQ
newamerican,67,3.5,W1GdZLkOWkrjuQCeXW79vw
newamerican,216,4.0,2lOF2K5CoZ1QqmfRNF_mcA
newamerican,253,3.0,H-6xYovzB8AKZb14bmYnWg
newamerican,521,3.5,m-bEhZKBos1VZabVTg5CKg
newamerican,894,3.0,zn4PW7NVdgCvg7vxVXQ_Qg
newamerican,2,4.0,TX3uUuu_ob5DNlNDf1TbOw
newamerican,87,4.0,78xt4cN9cu7JSvNz9z92BQ
newamerican,193,4.0,_eZPWzxHhAEEaJ7CXYavCA
newamerican,32,4.0,s4Mm136q9_2Kq5O_M8QZAg
newamerican,146,3.5,2adt0VMnQxso1NGUzhY5qg
newamerican,107,4.0,7JcHpddU1CZdSwG38zhR8g
newamerican,107,4.0,s-b1Mn_Gzkftz2MCjZ3lwg
newamerican,114,4.0,gm8BRPLIRTzapBuBUWNPfA
newamerican,130,3.5,gT7M8Qxq7wXwz4rY0Ltb2g
newamerican,488,3.0,6wLRkcuam2J_xSZ403YwLA
newamerican,724,3.0,dy3JvLV06a4CyuMjoGkF1g
newamerican,711,3.5,Nz3ednIoYXg1NwOn7jnTOQ
newamerican,42,4.0,e_pbcF-lIHXvBiQwsKnkrg
newamerican,50,4.5,88zRCZWAXKMZwBTCt-S69w
newamerican,221,3.0,bRumgI6cB9ok8zfTkfYkPA
newamerican,69,4.0,5sTcJ4QDxE8ieVz2dLpjtQ
newamerican,70,4.0,MX0Ohq0P73NfMLdkSM7nog
newamerican,179,4.0,hR7_M9S7nSfv_z0R1BWOCw
newamerican,11,4.5,i0hj33nZnrfTKgGQtMSe4g
newamerican,198,3.5,2SFCL3jXHv6goWfOr-7GvQ
newamerican,195,3.0,G16v_BzYeVHDPTUofRifVw
newamerican,61,4.0,wXCb19BZ1xEcd8JnYh-h3w
newamerican,8,4.5,EoAjAq8ha3mW25rMQTcNHw
newamerican,49,2.5,R9AuH2xtzVuy6MwB7JujQw
newamerican,191,3.5,IcqlfJEHyO8OttW6l8qFag
newamerican,28,3.5,f3wkQwZewuC4Xg0C0mLYWA
newamerican,415,3.0,boqzzB4EQ2feDcjHDgbrEw
newamerican,220,3.0,eOGMqI7T2hPN4CzFdyzmSg
newamerican,385,3.5,2YPmpAaue_v1t0tb1PoHWw
newamerican,33,4.5,dQ_sWeM_1QqdNPsXuq8_Qw
newamerican,173,4.0,VP_HZr_j0dXKd80lUBfsyg
newamerican,86,4.0,vdrHSnRc1X2pJiLJuiOfGA
newamerican,313,3.5,SiNW4jtpGsVNdu_9aSdqHg
newamerican,68,2.5,ev9PmXZ06W4Vfqp6TVC4gQ
newamerican,203,3.5,R2jPgO4AtV7-h-UDI6pQrw
newamerican,313,3.5,ggZczl_F-L4FvZk3jpNR3Q
newamerican,14,4.0,rHynORg95YCMq6OC_hCZfQ
newamerican,162,3.0,zVs1YR-iQCdo8uESHqDtFg
newamerican,109,4.0,Vc7JEi0Hj6XYfSMFEUMKGg
newamerican,356,4.0,0ALbdMnTBX0vkSPLzIDMlw
newamerican,313,3.0,3Aq9BydG15vq0b73cgmMYw
newamerican,569,3.5,xh9vrGDaAQIfhlDUJliJsw
newamerican,15,3.5,K9rcqAW7wTn6ugb5k6B4Ag
newamerican,172,4.0,-Fv6St_t9ScaH2088owNRQ
newamerican,4,3.5,2Axmysv33Vl221jPX1Wnww
newamerican,845,3.0,bpOgimL_paWkF1AusXE8cA
newamerican,310,3.5,HDDBpOKpKqRza-IhiE4CTw
newamerican,174,3.5,FEDV_4qWbTBauNAgezUJXg
newamerican,39,4.5,jk9uEr4IRHpLBipVgM5oEw
newamerican,272,3.5,M7Bl6U2EjxI-n0ksoYtZ8w
newamerican,278,3.5,Uhrv97bXuw6NCkdC66Fhng
italian,4,1.0,lXnX8MNNwMWV35lCzEj77Q
newamerican,279,3.5,JmxmSAmGOWLgbImq8MtNLA
newamerican,74,3.5,tTesP2LsbQShHGhFVZeOaQ
newamerican,1,5.0,RTvIDrUT2asX_TtQwhkfag
newamerican,190,3.5,lv6smQdVYEtW9CKUtXnw_w
newamerican,9,4.5,421KUeGiejZVAZYu4QhbCg
newamerican,75,3.5,lufZs3ZJuJHDXWA362DYng
newamerican,131,3.5,iAE7TKGPMQZV__HUGHjH6Q
newamerican,5,5.0,4SK9aWKC-Qwk-cqS2dWbfw
newamerican,32,3.5,rhXVz4mtPVkJeObowGTKMg
newamerican,122,4.0,6ZdvsoqcyKCeTG8ytYtYCQ
newamerican,432,3.5,wGOudLgKj7H3StstxNKPCA
newamerican,372,3.0,Ac1irK7K_PAQ06mE8CchLw
newamerican,118,3.5,l54FZs2AbhrDdW2C_LDLeQ
newamerican,390,3.0,Ropty31AcksOu4-p-iOtkA
newamerican,107,3.0,bHQbqSRY8FDp7fQXPPzx1g
newamerican,289,3.0,R9XDds0a1_jip3glIdlQsg
newamerican,21,2.0,y1Dg2JcJV34uNd1g7p_YJA
newamerican,463,3.0,D3UNlDZDjdJtWR3j_b4JXw
newamerican,48,3.0,Qk943UE1oxsefAy-lsRf5A
newamerican,163,3.5,Xbd3lfDIz5nLagWWVTPO-g
newamerican,77,3.5,ojohwZNdrLMFVfRnw1nMew
newamerican,174,3.5,fl2DWaG9ydlsGxcs9AiG1w
newamerican,35,3.5,9ME7wS8WYdwXRWPuBnyFfw
newamerican,561,3.5,AFaUZLXXTSlh19y2mks0eA
newamerican,4,4.0,LW0w-7yaLRvQP417X5JCwA
newamerican,205,3.5,0v0uYzYlIbxD0lGTiXhG-g
newamerican,353,4.0,dfh4IK_KOa_giRjrRaHg0Q
newamerican,191,3.5,OZtXG5DUsJZrtMFWodCNnA
newamerican,299,4.0,gvWzAiMrFm9AgfSN2I8Miw
newamerican,386,3.5,TWVmYLuG-w6fsrzKpmX6XQ
newamerican,8,3.0,6GDnLsrmnD35JWER4MuafQ
newamerican,343,3.5,rSJSZwkKN7UvcWkkRHsYjQ
newamerican,1,5.0,mNth-VSVw8i-0dG8iBMtOw
newamerican,241,2.5,DXKhwBPxshCfbLxsO0xF_g
newamerican,1,4.0,M3BB5No8lAIguVYhDplx_g
newamerican,1,5.0,c2D9wqPPNrbozaKi50_94Q
newamerican,10,3.0,Sxw0Yeup4Sy0a8H5_xs8bQ
newamerican,60,4.0,bJBDLBZiak_pCI5CuvAfAA
newamerican,31,3.5,bsLMkL-s4ar8LnWUhD6OEQ
newamerican,11,3.5,KC6vvhpnY-SEI6I2xVCvJg
newamerican,35,4.0,hsvIF51t5zd2qPFerWYbqw
newamerican,4,4.0,id-F-1b2k3U7ZC2_SK2whQ
newamerican,125,3.5,3RzOtG3BmPaZy7NtlbGfsg
newamerican,28,3.5,vPS-IytpPE6-N4q38lw7_g
newamerican,194,3.5,GxHJW71bjiX5E_mB-qNSmQ
newamerican,310,3.5,64SxMs06-IJSc2I-YsnDTQ
newamerican,318,3.0,o-FxsaWAM3JwMMqxQb3MbQ
newamerican,19,3.0,v3FcBI88SgBakg7W9AUQAw
newamerican,216,3.0,2GAdXrhCfUZOULND6afoCw
newamerican,249,3.5,NzcI2h7qA-_edSaw0Jta4A
newamerican,126,3.5,AoMmmvB8Fsc4euWs51y5wA
newamerican,106,3.0,V5jEftKtNA7ZbHMoGxgnnQ
newamerican,1,4.0,3gIgqK6ZJshn4ckZMTdI0Q
newamerican,38,4.5,or0Op4EDk95L0vhLwSATcQ
newamerican,636,3.5,CWl-eedNeE6tEPNTz52nZA
newamerican,163,3.5,AMXOlur-z5DXBeyri9b-Hg
newamerican,61,3.0,cQJxNryTjY5Yu-RyJwUq8w
newamerican,34,2.0,NbWjdLwP3edhYyEjmnjgMw
newamerican,22,3.5,KpgtWEm86hxyywdHbyVgGQ
italian,22,5.0,ZvllzcnC6pjkrhaPNB3tng
newamerican,451,3.5,JbpjgLAk4DaP0zvY7dP9Hw
newamerican,21,3.5,oipUZqYr7c2uGmGgirbncA
newamerican,80,4.0,5K-AyByoRLKW5XMxOSkNTA
newamerican,91,3.5,8ERDirrcagy6XNfVmeJt-g
newamerican,18,4.0,wKg38bPtVtVeDKOgbMm1lQ
newamerican,328,3.0,cGvQz6bv9JeRRJw7zJ1Www
newamerican,242,3.5,_rzVYnChUVRaQb7VyuI7IQ
newamerican,184,4.0,kLyS_dfIwCPdkVODMlkkeg
newamerican,413,3.0,YiGaI6XwmItaOi60lVSUxw
newamerican,102,3.0,zKWki9qwaWU7zcB-zVR_kA
newamerican,77,4.0,4kzN5nhvOyHyJaeviWTpHQ
newamerican,224,3.5,6ZIfKJpnZ465jN-diiwrzA
newamerican,28,2.5,ExxGJoVDzPTdgjnBQIUUwg
newamerican,1,5.0,O9YE2cru6VNX_zn43TmRYg
newamerican,176,4.0,kvIrv1akLm08kxd44ciicA
newamerican,411,3.5,pGZ4AOzVlhveJi6WJ1Xz6g
newamerican,42,3.0,a2drGj5IvyDrrEc4R-TjRw
newamerican,4,5.0,sB_ePFY5ICtqGD7U0b_K6Q
newamerican,25,3.0,NvNO7sB4__gUBl8ebSMz8g
newamerican,4,4.0,h3kZr9KVuzB9JKJCkWZjGw
newamerican,118,3.5,BhrSGlUf4oyIzI16oil0cQ
newamerican,173,4.0,8o3j29PwIO1lzBLEbhvJlA
newamerican,76,3.5,gvfzWzBbltmBE5Y3_iQhHA
newamerican,104,3.5,vhaiRIPLJsuKWpK8M4QIMQ
newamerican,1,3.0,CiTb9pKWf09Y4i1eftagdQ
newamerican,17,3.5,rUVuW4STFbAJ-eUQKAWI0g
newamerican,239,3.0,KvLrI20Abz6F9WzAIHmyWQ
newamerican,385,3.0,mZkjzTyiu1CzKn-jNBtMcg
newamerican,210,3.5,bEec28P1CziowM9LrNkNsg
newamerican,77,3.5,krXmBjEgDId8ve7zUqXmDA
italian,90,3.0,p8J74A06HXFcCnqSWJV3QQ
newamerican,1,1.0,r-lu_9OXjqG3mrmPmFuO9Q
newamerican,89,3.5,s5j_749h_250VZY2NXQC1Q
newamerican,310,3.5,GXoH3tTacVcIkSNSlsllQw
newamerican,28,4.0,zHMzJpsh_ww2lvUcFxsy6Q
newamerican,22,4.0,0D4a1adz96Gxnfd0JqwrEg
newamerican,80,3.5,4C1xt5pAosW9lvgygnjTwA
newamerican,210,3.5,Fyrw-Vcs9krhRx7pGrPdtQ
newamerican,45,3.0,JWhsB2dJ_S1bb5n0hyJFJw
newamerican,3,3.5,5XD07kCj3GVFLBioF86uoA
newamerican,4,5.0,MSw9X444Qaj0Iw2j3H9ubw
newamerican,242,3.0,1GomqJMxkBzdEliYnY6Lfw
italian,1,3.0,0V3O_nM0GlC6HNWB2AIWdQ
newamerican,219,3.5,RDpWchPc4-urvp2XJDsDKw
newamerican,268,3.5,ZeachlM-rimku3BD33oH3w
newamerican,38,3.5,6LQeH2JwTD3Rskyog8lKng
newamerican,6,2.5,XEbBJDMVxgx-zd6Qzf5L9g
newamerican,24,4.5,J0toV5NSvtQ0gmfZtswTdw
newamerican,25,3.0,_svMZ87TdJ81TnqXfWEPvA
newamerican,4,4.0,_aq66KJxRGbc-VJkxemBFA
newamerican,385,4.0,IixurYOSr0oQsv7Am-H4eQ
newamerican,227,3.5,k66YEH3vXH_sNOQ7-vT1UQ
newamerican,132,3.0,4j_4tNy7pzYsEkvGTyRCzA
newamerican,37,1.5,BYZw9Yk2z6vci683-G9SnQ
newamerican,153,4.0,2270Iy6WQskMawb4iETO8w
newamerican,82,3.0,o1p8Jq04Mf_j_IQ4B8Tnnw
newamerican,139,4.0,ArfL-sU2FaB73WV1qQ4c6Q
newamerican,22,4.5,GJLmvDiW6qRYqpE2XBI_kA
newamerican,14,3.5,Cw5sWh1d5bwpr3f5I2mitw
newamerican,289,3.5,vOIlzW-0LPGWVvRurdzDWQ
newamerican,29,3.0,du9SDocmZL7fSggsMMoz0g
newamerican,7,3.5,JQSalpmAN8eazpcfPqifcg
newamerican,5,4.0,YvUzv_3yrkarui6r8nwldQ
newamerican,3,3.5,eivl0FN8vsmfT1rEIVfLoA
newamerican,215,3.0,a_OuuvrJDVUZ3f82ULgPsA
newamerican,90,3.0,7nlSryFlkqzfd-n0iRm2Vg
newamerican,1,5.0,IFcGHhG3xflTyISZtMFe2Q
newamerican,302,3.5,lkDtUR6P0Y2gYkylHc6SoQ
newamerican,40,4.0,CC_HUPioTi2Fm4Mc5bp3HQ
newamerican,3,3.5,86-AFT8ZHA-tO7Y89mC3cg
newamerican,113,3.5,SpGy2hwd1FoSa2ckddtaoQ
newamerican,42,4.0,3FJHcL58XRJmz5R5W9tKvA
newamerican,2,3.0,RSwr0OyuRb7azE1rXD0zOg
italian,24,4.0,5SHvBWIQgid5CE5e_6DEsg
newamerican,7,1.5,LXbGRGz3pglZhwkbYZWCNw
newamerican,465,3.5,YL50wX8_PyeQE6NylT8YVQ
newamerican,119,3.5,UgDmmZ0viDlLD7MOhL2iDA
newamerican,3,2.5,0-Z-vRHL-7CqNd7rI4fS8A
italian,65,3.0,aDsUZs-esGEJVBFgAatucQ
newamerican,27,3.0,qHXcIPUWVU290jvMvbvk4Q
newamerican,471,3.0,LX6VHI1RH5cdCELjrpeUQQ
newamerican,161,3.5,hgQxxv1WlmI7lMjLjp-2zA
newamerican,60,3.5,0VYAqXbYRcyiQU8QS-SG_g
newamerican,10,3.5,u5gzFFMQpPizgI7A_arqkQ
newamerican,31,3.0,onsUmLLkkBKuL5C8w4Hpfw
newamerican,26,3.0,YON-e0kUoj2L7rOGOIZyAA
newamerican,11,3.5,_gH4ZOEFr78LlZ5KtoOAsg
newamerican,66,3.5,xcx4pNx2CKf2Ywapj--Xkg
newamerican,98,3.5,gbq-eZAEzygjCpKBJt9g8A
newamerican,147,3.5,5AXAhpW6PvcYFo2ZOWhECg
newamerican,2,3.0,_FbFcCMBYQYvyJQp2-9S_A
newamerican,3,3.5,nHZnOVms6-h7PwU481DFZQ
japanese,38,3.5,vgHwR_1RQTHFjEXeY0oUnA
newamerican,175,3.0,o3l8CcisNgu10SQB-rRATw
newamerican,525,3.5,qFw918xVIktxYVWL5mpUEg
newamerican,28,3.5,aMcH8VlXtEGnty-weP1IAA
newamerican,1,4.0,ug_5-gr3EFpmkH2gFkqztg
newamerican,4,4.0,2N0rmZr3YVSa_sZYTJHxIA
newamerican,280,3.5,Zoq9Q1bciS8vtEGLyTsuuA
newamerican,102,3.5,vELB-YD3_jdRHvRVXJScRA
newamerican,66,3.5,9TvM7Wt5KgJcl57pGob0Yg
newamerican,3,3.5,-LSxrbnBVX6BftMPLindOQ
newamerican,281,3.5,bSKehScpedP2eMA5pGkTxg
newamerican,30,3.0,SpZGohr6137rGXmaCFQrtA
newamerican,71,3.5,g0ELjSBBNR3YMDa1I8l1AQ
newamerican,1,5.0,AwTOy0iINiWY3EOTNiQqEg
halal,224,4.5,1u_vkRFPuT8Aeh7Zk3bKyw
halal,517,4.0,EbX_9tqAJs4gW51gZpOB7g
halal,55,4.5,RJiU4vY5Rk6Dp4xew6FPFQ
halal,65,4.5,tEBX0bt3tXWCOYD_TeBxzg
halal,392,4.0,vx2JV9juVzSBRGWHOZCTAQ
halal,30,4.5,haK6aVs_oIUqwOn0LVZlRA
halal,394,4.0,1ubEg-rrSE8IWXl6lJzIGw
halal,396,4.5,7gZGVdqMch7ls0IGO3DijQ
halal,191,4.0,zvy4KOv2afqUSGin54_xxg
halal,73,5.0,JvQwPhLtsBTK38sTYoeDeQ
halal,44,5.0,_eDqIOQKEntGHC6JgVYyCg
halal,121,4.0,3Wu7lGDEwuP-5OW1rdg0OQ
halal,98,4.5,awRxWGb5C77OYCa-g32fUg
halal,27,4.0,JtmzTnEDpS03tMytXOPUQw
halal,58,4.0,htoeGFLUzB37wQee7A2qRQ
halal,23,4.5,J6V8m1BuqXub2uZvoRX8pQ
halal,321,3.5,WEDQ3ysOS2twleC7TZlmGw
halal,99,4.5,TltwCBJXifqJ1Ruy3qCKyQ
halal,34,3.5,Ks7AlGEQfwwTYLib8uz6Mw
halal,9,5.0,T8WDcV3eb31Lu26aFdgXGA
halal,247,3.5,lP8uDU4oNEkPD8-Ik-PvQQ
halal,105,3.5,wFFCe-z8I3oon7YD3oWJlQ
halal,645,3.5,GcBZDgOKOP-RkH_mI-DS9A
halal,424,4.0,-QIPdiq5ILg_EJqdVoCqEA
halal,794,4.0,kB3QyyhHFVyhGgp35Rnuew
halal,222,4.0,maXkjUEZGWrKF7BFrrUUXQ
halal,187,4.0,O2Wf9JozX-Av2SOV6EvmNw
halal,16,4.5,xnrn6Ibn4T22vTjYX1H1zQ
halal,24,5.0,lDSaMr7SRi3n-S2jT7Czyw
halal,360,4.0,cP7vkHiDU0emIPrEexv5vA
halal,19,3.0,kcBznL2XREoTnnZbo1GbeQ
halal,147,4.0,EKY8DwZVWpkgv6IWrepbWg
halal,218,4.5,tNTXNCUta735nGb0nfSrKQ
halal,153,3.5,FdB6KDTEmX8HvomPwySAHg
halal,34,4.0,UgVY-74sV9xHzx6WR96Wog
halal,11,5.0,CypNLOSll5QOSeytI7vYQg
halal,41,4.5,GVaTZnN7a-DkrK57l7BbGw
halal,510,4.0,cuUmPDEY-1KXzShGdpsqag
halal,11,5.0,DA8S1ajUl3pNhr-7yJ3idg
halal,191,4.0,deJwwVdY2L88MAMKxE5S7A
halal,31,4.5,Tx3pJnxQo00twdxjvjc8Ow
halal,191,4.0,HYW2O2qycmFiGUNt_TlyPA
halal,37,4.0,U45dUNzVKs2KlM5HRgbDGA
halal,291,3.5,80YK6JElg_pHjlHLlOvkmw
halal,85,4.0,nqGp208f_wdqoLfNQgn_Ig
halal,253,4.0,FvnExtQHPfz_crDCBTQ1iQ
halal,17,5.0,KPGZ6zr6lUX9YROjGcUbtw
halal,69,3.5,oYiswrz5gNiZBsd3QUR9LQ
halal,11,4.5,PagJep8qUgUBAmq5A9lOUA
halal,248,4.0,maZVyQ0jQ24MeaP9-72XxQ
halal,109,3.5,TPEkQX8Amp6Jb7FQmFKZxA
halal,147,5.0,UtknyDJ_DPut-FKRqs0wpQ
halal,19,4.5,5rSGrCo37OujKP8HyEhPvA
halal,111,4.0,Z2qZSs6oVJQFSc44tytAHg
halal,89,4.5,8EvV2_s51cqgKwB6ZAaBtA
halal,60,4.0,2At9cxG4uLElc_INpAe0Lw
halal,62,4.5,U9F2zvPCGrPWn2TQ2geBBw
halal,179,4.5,L6DAp6L1ZJKeeDN2PwoOLQ
halal,183,3.5,ib_28sDmqYlMUDnfjPsS7A
halal,143,4.5,KjqBMZ0bE9VV2VP3DrDZvg
halal,25,4.5,m-t0795rAIctj_pEy30pmg
halal,20,4.5,JyqduOJM-qPo-pMZ47bjnQ
halal,22,4.0,aLnt6DwRxlSm8xD9nuEEmA
halal,97,4.5,2N1y8Cv7R92lDYia_eruCw
