bestAnswer,score,Cuisine,NumberOfReviews,Rating,RestaurantId
0,2.33E-01,newamerican,205,3.5,GftgnTjnt_68eykwwmRLHg
1,9.83E-01,newamerican,71,4,oBAxfAeF6OBukPg3WLmiRg
0,2.33E-01,newamerican,234,3,unJelornHwKdx24Rl-rEMA
0,2.33E-01,newamerican,225,3.5,tFQRwk9SVOFgpMBZ55UrLw
0,2.33E-01,newamerican,312,3.5,hxGhxBnerDaaRhrgoIi5rg
1,7.44E-01,newamerican,528,3.5,UmbueYC2QcDFJy6ju7M6dw
1,8.29E-01,newamerican,113,4.5,pKWWUT8mpvhMdOr4X383KA
1,6.32E-01,newamerican,723,3,OKO2WCseGqEBwj_obKETHA
0,1.32E-01,newamerican,25,5,4W0qF6C0KDmGDOc4pR3CkQ
0,2.33E-01,newamerican,239,3.5,dHFI6gF6P3egnQUSHUNIBg
1,9.91E-01,newamerican,148,4,YgVUJg4-aUsSu9dLhfF-3Q
1,7.44E-01,newamerican,607,3.5,Z5FKUxsLDi5LznSrmH-ISg
0,2.33E-01,newamerican,410,3,_EvMuZ9HDTdEZeRf-IJlQQ
1,9.52E-01,newamerican,1,4,9Ke2V1SJVOPyr4z3Bj4_IQ
0,2.33E-01,newamerican,271,3.5,DZ7oBcBdfe_1KxRxvFbsPQ
0,2.33E-01,newamerican,319,3.5,shBSpp2CQ3fnOvdUe2dNRA
0,1.32E-01,newamerican,33,3.5,ajoAc3xVgykj8StFwDFPGQ
0,2.33E-01,newamerican,99,3.5,d9OFd2AgqRfXfJRo7pGIEA
0,1.40E-01,newamerican,12,3.5,CvSKe_RYl4F5AcRihO0Ntg
0,1.32E-01,newamerican,73,3.5,03CMrhOXIG3zSgM6rQClEg
1,9.91E-01,newamerican,156,4,sMUYF6hEsuptyXiwNLaK-Q
1,7.82E-01,newamerican,836,3,CDiO7GI8k7EHSAcdLzEVqA
0,2.33E-01,newamerican,263,3.5,izPtlTgNT9WnibeRrXmvsQ
1,9.83E-01,newamerican,10,4,iP973npkNylblbj9t9GKlA
0,1.32E-01,newamerican,59,3.5,X_fIYLkGw71zYYK0apXDHw
0,2.33E-01,newamerican,175,3.5,VWXd8B0luWhb7-qsedOw9g
0,2.33E-01,newamerican,165,3.5,IrlANmmvYynVviRwvOqNxg
0,1.32E-01,newamerican,40,3.5,Q_bI2gY7LtMCXkzkakPUkg
0,3.44E-03,newamerican,164,2.5,wT6QuPcNjZfKHuJQNW-bbQ
0,1.84E-03,newamerican,16,2.5,l64cd3LR3URa8mofn2jamw
0,2.33E-01,newamerican,297,3,aBquN4JMP8GSJ6s91Ms9UQ
0,1.40E-01,newamerican,18,3.5,GEbvV8QRegWwF6JQHfsOyA
0,2.33E-01,newamerican,151,3,Ubjy_YwMiU69kdSaXC9bgw
0,5.01E-02,newamerican,3,3.5,CnvuyUUMomn9qyQp5VRoqA
1,7.44E-01,newamerican,579,3.5,DMOwfdP0Va1QI_KNefD8kg
0,2.33E-01,newamerican,500,3.5,8fn5gUBncPJifhsEKmAejQ
1,9.91E-01,newamerican,293,4,7o6AIJ4gAHxvwLNQ1PUtvQ
1,7.12E-01,newamerican,4,4.5,1jQytvJPPVhKxZ6WDQeF3g
0,2.33E-01,newamerican,409,3.5,l5_AVUx_Er6nl_YOu4RJrg
1,9.91E-01,newamerican,95,4,7zxV9U7_SJ1npeLCkHUzjg
1,7.12E-01,newamerican,10,4.5,YxLazl79hS4O_ygHWqM3mg
0,2.33E-01,newamerican,209,3.5,yNC4kI9Md0Csd6zqr3oeFw
0,1.76E-03,newamerican,8,2.5,PGatouRg4jdVwQurBAdWkA
1,9.91E-01,newamerican,244,4,8IRT0TGqsc9Ng27f_TFhnQ
0,1.32E-01,newamerican,41,3,eQJAliaDAl9qELx-cjXdjw
0,2.33E-01,newamerican,257,3.5,WESGoub2nzCSRTYoURbcEQ
0,1.73E-03,newamerican,23,2.5,XFOeF0EbUakeSMMT5t6j3w
0,5.01E-02,newamerican,1,5,Tf9bkUm5dSiRjNRdut6diA
1,9.83E-01,newamerican,66,4,sEgYMqEjnILJFYNTwg_izA
0,2.33E-01,newamerican,349,3.5,2_kvHYO8YDZoepinusLpqw
0,1.32E-01,newamerican,66,3.5,tGBSU8KobmANg_3CEV4ZMg
0,2.33E-01,newamerican,104,3,w4KiGCO-_qhlgW-bCaD4vg
1,9.84E-01,newamerican,13,4,R_hzPaLIlqhj0Lfs0RcM_g
1,7.21E-01,newamerican,20,4.5,bSE1Wnh6tWk9hkzkYVLaJw
0,1.32E-01,newamerican,58,3.5,jvfu2pcwZhCcwB3o4lrvcw
0,2.33E-01,newamerican,436,3.5,ddMGbYACeF6O-u6qFca2KQ
1,8.29E-01,newamerican,194,4.5,iHmBWf-QuwzqvCL-ZebITw
0,2.33E-01,newamerican,305,3.5,1Gtr-hWHBFf1Sdw0j_kvcQ
0,3.20E-02,newamerican,615,2.5,lcBLhtM1mx3BulbWo1uMsQ
0,2.33E-01,newamerican,122,3.5,9PmK63frTS-ZrvPCfpe1jg
0,2.33E-01,newamerican,191,3.5,1o5dCnbY1Y9de7ZbdsxUsQ
0,1.32E-01,newamerican,68,3.5,mXN9tmuDHZIfCeUBYqSRuQ
0,2.33E-01,newamerican,182,3.5,e2DBROySYB4sySdIvQjA2g
1,9.83E-01,newamerican,65,4,TK1rbgBEPQWyxF4pu973oQ
0,2.33E-01,newamerican,306,3.5,npsH4UuhvnfE8wzXJdgUPA
0,2.33E-01,newamerican,516,3,hgwnIf9c9_IvY40YhdqQfw
0,2.33E-01,newamerican,106,3,AenVV_JJLVclWBNPZgXiRA
0,2.33E-01,newamerican,284,3,7Xx775uJdWDSXlzbsdV54w
1,9.91E-01,newamerican,496,4,n-JSnKZcF1Bs-RPcIlb0qw
0,1.32E-01,newamerican,21,3.5,VmoWy7faOnChH9a62Be1hQ
1,9.91E-01,newamerican,229,4,j3HLOkrjzBjcvYPiIHua1A
1,9.91E-01,newamerican,184,4,eoz2NahxyivVRs8Ll9Ljjg
0,2.33E-01,newamerican,105,3,NBFx7oGyZZ8ysABnlLocyw
1,9.52E-01,newamerican,2,4,cXoln239M7Bl4D-z7gs38w
0,1.32E-01,newamerican,47,3,nrvCwPbCpYL_jtaKd7tGfQ
0,1.32E-01,newamerican,67,3.5,W1GdZLkOWkrjuQCeXW79vw
1,9.91E-01,newamerican,216,4,2lOF2K5CoZ1QqmfRNF_mcA
0,2.33E-01,newamerican,253,3,H-6xYovzB8AKZb14bmYnWg
1,7.44E-01,newamerican,521,3.5,m-bEhZKBos1VZabVTg5CKg
1,7.82E-01,newamerican,894,3,zn4PW7NVdgCvg7vxVXQ_Qg
1,9.52E-01,newamerican,2,4,TX3uUuu_ob5DNlNDf1TbOw
1,9.91E-01,newamerican,87,4,78xt4cN9cu7JSvNz9z92BQ
1,9.91E-01,newamerican,193,4,_eZPWzxHhAEEaJ7CXYavCA
1,9.83E-01,newamerican,32,4,s4Mm136q9_2Kq5O_M8QZAg
0,2.33E-01,newamerican,146,3.5,2adt0VMnQxso1NGUzhY5qg
1,9.91E-01,newamerican,107,4,7JcHpddU1CZdSwG38zhR8g
1,9.91E-01,newamerican,107,4,s-b1Mn_Gzkftz2MCjZ3lwg
1,9.91E-01,newamerican,114,4,gm8BRPLIRTzapBuBUWNPfA
0,2.33E-01,newamerican,130,3.5,gT7M8Qxq7wXwz4rY0Ltb2g
0,2.33E-01,newamerican,488,3,6wLRkcuam2J_xSZ403YwLA
1,6.32E-01,newamerican,724,3,dy3JvLV06a4CyuMjoGkF1g
1,6.32E-01,newamerican,711,3.5,Nz3ednIoYXg1NwOn7jnTOQ
1,9.83E-01,newamerican,42,4,e_pbcF-lIHXvBiQwsKnkrg
1,7.08E-01,newamerican,50,4.5,88zRCZWAXKMZwBTCt-S69w
0,2.33E-01,newamerican,221,3,bRumgI6cB9ok8zfTkfYkPA
1,9.83E-01,newamerican,69,4,5sTcJ4QDxE8ieVz2dLpjtQ
1,9.83E-01,newamerican,70,4,MX0Ohq0P73NfMLdkSM7nog
1,9.91E-01,newamerican,179,4,hR7_M9S7nSfv_z0R1BWOCw
1,7.21E-01,newamerican,11,4.5,i0hj33nZnrfTKgGQtMSe4g
0,2.33E-01,newamerican,198,3.5,2SFCL3jXHv6goWfOr-7GvQ
0,2.33E-01,newamerican,195,3,G16v_BzYeVHDPTUofRifVw
1,9.83E-01,newamerican,61,4,wXCb19BZ1xEcd8JnYh-h3w
1,7.12E-01,newamerican,8,4.5,EoAjAq8ha3mW25rMQTcNHw
0,1.73E-03,newamerican,49,2.5,R9AuH2xtzVuy6MwB7JujQw
0,2.33E-01,newamerican,191,3.5,IcqlfJEHyO8OttW6l8qFag
0,1.32E-01,newamerican,28,3.5,f3wkQwZewuC4Xg0C0mLYWA
0,2.33E-01,newamerican,415,3,boqzzB4EQ2feDcjHDgbrEw
0,2.33E-01,newamerican,220,3,eOGMqI7T2hPN4CzFdyzmSg
0,2.33E-01,newamerican,385,3.5,2YPmpAaue_v1t0tb1PoHWw
1,7.08E-01,newamerican,33,4.5,dQ_sWeM_1QqdNPsXuq8_Qw
1,9.91E-01,newamerican,173,4,VP_HZr_j0dXKd80lUBfsyg
1,9.91E-01,newamerican,86,4,vdrHSnRc1X2pJiLJuiOfGA
0,2.33E-01,newamerican,313,3.5,SiNW4jtpGsVNdu_9aSdqHg
0,1.73E-03,newamerican,68,2.5,ev9PmXZ06W4Vfqp6TVC4gQ
0,2.33E-01,newamerican,203,3.5,R2jPgO4AtV7-h-UDI6pQrw
0,2.33E-01,newamerican,313,3.5,ggZczl_F-L4FvZk3jpNR3Q
1,9.84E-01,newamerican,14,4,rHynORg95YCMq6OC_hCZfQ
0,2.33E-01,newamerican,162,3,zVs1YR-iQCdo8uESHqDtFg
1,9.91E-01,newamerican,109,4,Vc7JEi0Hj6XYfSMFEUMKGg
1,9.91E-01,newamerican,356,4,0ALbdMnTBX0vkSPLzIDMlw
0,2.33E-01,newamerican,313,3,3Aq9BydG15vq0b73cgmMYw
1,7.44E-01,newamerican,569,3.5,xh9vrGDaAQIfhlDUJliJsw
0,1.40E-01,newamerican,15,3.5,K9rcqAW7wTn6ugb5k6B4Ag
1,9.91E-01,newamerican,172,4,#NAME?
0,1.34E-01,newamerican,4,3.5,2Axmysv33Vl221jPX1Wnww
1,7.82E-01,newamerican,845,3,bpOgimL_paWkF1AusXE8cA
0,2.33E-01,newamerican,310,3.5,HDDBpOKpKqRza-IhiE4CTw
0,2.33E-01,newamerican,174,3.5,FEDV_4qWbTBauNAgezUJXg
1,7.08E-01,newamerican,39,4.5,jk9uEr4IRHpLBipVgM5oEw
0,2.33E-01,newamerican,272,3.5,M7Bl6U2EjxI-n0ksoYtZ8w
0,2.33E-01,newamerican,278,3.5,Uhrv97bXuw6NCkdC66Fhng
0,4.96E-02,italian,4,1,lXnX8MNNwMWV35lCzEj77Q
0,2.33E-01,newamerican,279,3.5,JmxmSAmGOWLgbImq8MtNLA
0,1.32E-01,newamerican,74,3.5,tTesP2LsbQShHGhFVZeOaQ
0,5.01E-02,newamerican,1,5,RTvIDrUT2asX_TtQwhkfag
0,2.33E-01,newamerican,190,3.5,lv6smQdVYEtW9CKUtXnw_w
1,7.12E-01,newamerican,9,4.5,421KUeGiejZVAZYu4QhbCg
0,1.32E-01,newamerican,75,3.5,lufZs3ZJuJHDXWA362DYng
0,2.33E-01,newamerican,131,3.5,iAE7TKGPMQZV__HUGHjH6Q
0,1.34E-01,newamerican,5,5,4SK9aWKC-Qwk-cqS2dWbfw
0,1.32E-01,newamerican,32,3.5,rhXVz4mtPVkJeObowGTKMg
1,9.91E-01,newamerican,122,4,6ZdvsoqcyKCeTG8ytYtYCQ
0,2.33E-01,newamerican,432,3.5,wGOudLgKj7H3StstxNKPCA
0,2.33E-01,newamerican,372,3,Ac1irK7K_PAQ06mE8CchLw
0,2.33E-01,newamerican,118,3.5,l54FZs2AbhrDdW2C_LDLeQ
0,2.33E-01,newamerican,390,3,Ropty31AcksOu4-p-iOtkA
0,2.33E-01,newamerican,107,3,bHQbqSRY8FDp7fQXPPzx1g
0,2.33E-01,newamerican,289,3,R9XDds0a1_jip3glIdlQsg
0,6.64E-03,newamerican,21,2,y1Dg2JcJV34uNd1g7p_YJA
0,2.33E-01,newamerican,463,3,D3UNlDZDjdJtWR3j_b4JXw
0,1.32E-01,newamerican,48,3,Qk943UE1oxsefAy-lsRf5A
0,2.33E-01,newamerican,163,3.5,Xbd3lfDIz5nLagWWVTPO-g
0,1.32E-01,newamerican,77,3.5,ojohwZNdrLMFVfRnw1nMew
0,2.33E-01,newamerican,174,3.5,fl2DWaG9ydlsGxcs9AiG1w
0,1.32E-01,newamerican,35,3.5,9ME7wS8WYdwXRWPuBnyFfw
1,7.44E-01,newamerican,561,3.5,AFaUZLXXTSlh19y2mks0eA
1,9.83E-01,newamerican,4,4,LW0w-7yaLRvQP417X5JCwA
0,2.33E-01,newamerican,205,3.5,0v0uYzYlIbxD0lGTiXhG-g
1,9.91E-01,newamerican,353,4,dfh4IK_KOa_giRjrRaHg0Q
0,2.33E-01,newamerican,191,3.5,OZtXG5DUsJZrtMFWodCNnA
1,9.91E-01,newamerican,299,4,gvWzAiMrFm9AgfSN2I8Miw
0,2.33E-01,newamerican,386,3.5,TWVmYLuG-w6fsrzKpmX6XQ
0,1.34E-01,newamerican,8,3,6GDnLsrmnD35JWER4MuafQ
0,2.33E-01,newamerican,343,3.5,rSJSZwkKN7UvcWkkRHsYjQ
0,5.01E-02,newamerican,1,5,mNth-VSVw8i-0dG8iBMtOw
0,3.44E-03,newamerican,241,2.5,DXKhwBPxshCfbLxsO0xF_g
1,9.52E-01,newamerican,1,4,M3BB5No8lAIguVYhDplx_g
0,5.01E-02,newamerican,1,5,c2D9wqPPNrbozaKi50_94Q
0,1.34E-01,newamerican,10,3,Sxw0Yeup4Sy0a8H5_xs8bQ
1,9.83E-01,newamerican,60,4,bJBDLBZiak_pCI5CuvAfAA
0,1.32E-01,newamerican,31,3.5,bsLMkL-s4ar8LnWUhD6OEQ
0,1.40E-01,newamerican,11,3.5,KC6vvhpnY-SEI6I2xVCvJg
1,9.83E-01,newamerican,35,4,hsvIF51t5zd2qPFerWYbqw
1,9.83E-01,newamerican,4,4,id-F-1b2k3U7ZC2_SK2whQ
0,2.33E-01,newamerican,125,3.5,3RzOtG3BmPaZy7NtlbGfsg
0,1.32E-01,newamerican,28,3.5,vPS-IytpPE6-N4q38lw7_g
0,2.33E-01,newamerican,194,3.5,GxHJW71bjiX5E_mB-qNSmQ
0,2.33E-01,newamerican,310,3.5,64SxMs06-IJSc2I-YsnDTQ
0,2.33E-01,newamerican,318,3,o-FxsaWAM3JwMMqxQb3MbQ
0,1.40E-01,newamerican,19,3,v3FcBI88SgBakg7W9AUQAw
0,2.33E-01,newamerican,216,3,2GAdXrhCfUZOULND6afoCw
0,2.33E-01,newamerican,249,3.5,NzcI2h7qA-_edSaw0Jta4A
0,2.33E-01,newamerican,126,3.5,AoMmmvB8Fsc4euWs51y5wA
0,2.33E-01,newamerican,106,3,V5jEftKtNA7ZbHMoGxgnnQ
1,9.52E-01,newamerican,1,4,3gIgqK6ZJshn4ckZMTdI0Q
1,7.08E-01,newamerican,38,4.5,or0Op4EDk95L0vhLwSATcQ
1,6.32E-01,newamerican,636,3.5,CWl-eedNeE6tEPNTz52nZA
0,2.33E-01,newamerican,163,3.5,AMXOlur-z5DXBeyri9b-Hg
0,1.32E-01,newamerican,61,3,cQJxNryTjY5Yu-RyJwUq8w
0,6.64E-03,newamerican,34,2,NbWjdLwP3edhYyEjmnjgMw
0,1.32E-01,newamerican,22,3.5,KpgtWEm86hxyywdHbyVgGQ
0,2.11E-01,italian,22,5,ZvllzcnC6pjkrhaPNB3tng
0,2.33E-01,newamerican,451,3.5,JbpjgLAk4DaP0zvY7dP9Hw
0,1.32E-01,newamerican,21,3.5,oipUZqYr7c2uGmGgirbncA
1,9.83E-01,newamerican,80,4,5K-AyByoRLKW5XMxOSkNTA
0,2.33E-01,newamerican,91,3.5,8ERDirrcagy6XNfVmeJt-g
1,9.84E-01,newamerican,18,4,wKg38bPtVtVeDKOgbMm1lQ
0,2.33E-01,newamerican,328,3,cGvQz6bv9JeRRJw7zJ1Www
0,2.33E-01,newamerican,242,3.5,_rzVYnChUVRaQb7VyuI7IQ
1,9.91E-01,newamerican,184,4,kLyS_dfIwCPdkVODMlkkeg
0,2.33E-01,newamerican,413,3,YiGaI6XwmItaOi60lVSUxw
0,2.33E-01,newamerican,102,3,zKWki9qwaWU7zcB-zVR_kA
1,9.83E-01,newamerican,77,4,4kzN5nhvOyHyJaeviWTpHQ
0,2.33E-01,newamerican,224,3.5,6ZIfKJpnZ465jN-diiwrzA
0,1.73E-03,newamerican,28,2.5,ExxGJoVDzPTdgjnBQIUUwg
0,5.01E-02,newamerican,1,5,O9YE2cru6VNX_zn43TmRYg
1,9.91E-01,newamerican,176,4,kvIrv1akLm08kxd44ciicA
0,2.33E-01,newamerican,411,3.5,pGZ4AOzVlhveJi6WJ1Xz6g
0,1.32E-01,newamerican,42,3,a2drGj5IvyDrrEc4R-TjRw
0,1.34E-01,newamerican,4,5,sB_ePFY5ICtqGD7U0b_K6Q
0,1.32E-01,newamerican,25,3,NvNO7sB4__gUBl8ebSMz8g
1,9.83E-01,newamerican,4,4,h3kZr9KVuzB9JKJCkWZjGw
0,2.33E-01,newamerican,118,3.5,BhrSGlUf4oyIzI16oil0cQ
1,9.91E-01,newamerican,173,4,8o3j29PwIO1lzBLEbhvJlA
0,1.32E-01,newamerican,76,3.5,gvfzWzBbltmBE5Y3_iQhHA
0,2.33E-01,newamerican,104,3.5,vhaiRIPLJsuKWpK8M4QIMQ
0,5.01E-02,newamerican,1,3,CiTb9pKWf09Y4i1eftagdQ
0,1.40E-01,newamerican,17,3.5,rUVuW4STFbAJ-eUQKAWI0g
0,2.33E-01,newamerican,239,3,KvLrI20Abz6F9WzAIHmyWQ
0,2.33E-01,newamerican,385,3,mZkjzTyiu1CzKn-jNBtMcg
0,2.33E-01,newamerican,210,3.5,bEec28P1CziowM9LrNkNsg
0,1.32E-01,newamerican,77,3.5,krXmBjEgDId8ve7zUqXmDA
0,3.48E-01,italian,90,3,p8J74A06HXFcCnqSWJV3QQ
0,1.00E-02,newamerican,1,1,r-lu_9OXjqG3mrmPmFuO9Q
0,2.33E-01,newamerican,89,3.5,s5j_749h_250VZY2NXQC1Q
0,2.33E-01,newamerican,310,3.5,GXoH3tTacVcIkSNSlsllQw
1,9.83E-01,newamerican,28,4,zHMzJpsh_ww2lvUcFxsy6Q
1,9.83E-01,newamerican,22,4,0D4a1adz96Gxnfd0JqwrEg
0,1.32E-01,newamerican,80,3.5,4C1xt5pAosW9lvgygnjTwA
0,2.33E-01,newamerican,210,3.5,Fyrw-Vcs9krhRx7pGrPdtQ
0,1.32E-01,newamerican,45,3,JWhsB2dJ_S1bb5n0hyJFJw
0,5.01E-02,newamerican,3,3.5,5XD07kCj3GVFLBioF86uoA
0,1.34E-01,newamerican,4,5,MSw9X444Qaj0Iw2j3H9ubw
0,2.33E-01,newamerican,242,3,1GomqJMxkBzdEliYnY6Lfw
0,8.51E-02,italian,1,3,0V3O_nM0GlC6HNWB2AIWdQ
0,2.33E-01,newamerican,219,3.5,RDpWchPc4-urvp2XJDsDKw
0,2.33E-01,newamerican,268,3.5,ZeachlM-rimku3BD33oH3w
0,1.32E-01,newamerican,38,3.5,6LQeH2JwTD3Rskyog8lKng
0,1.76E-03,newamerican,6,2.5,XEbBJDMVxgx-zd6Qzf5L9g
1,7.08E-01,newamerican,24,4.5,J0toV5NSvtQ0gmfZtswTdw
0,1.32E-01,newamerican,25,3,_svMZ87TdJ81TnqXfWEPvA
1,9.83E-01,newamerican,4,4,_aq66KJxRGbc-VJkxemBFA
1,9.91E-01,newamerican,385,4,IixurYOSr0oQsv7Am-H4eQ
0,2.33E-01,newamerican,227,3.5,k66YEH3vXH_sNOQ7-vT1UQ
0,2.33E-01,newamerican,132,3,4j_4tNy7pzYsEkvGTyRCzA
0,6.64E-03,newamerican,37,1.5,BYZw9Yk2z6vci683-G9SnQ
1,9.91E-01,newamerican,153,4,2270Iy6WQskMawb4iETO8w
0,1.32E-01,newamerican,82,3,o1p8Jq04Mf_j_IQ4B8Tnnw
1,9.91E-01,newamerican,139,4,ArfL-sU2FaB73WV1qQ4c6Q
1,7.08E-01,newamerican,22,4.5,GJLmvDiW6qRYqpE2XBI_kA
0,1.40E-01,newamerican,14,3.5,Cw5sWh1d5bwpr3f5I2mitw
0,2.33E-01,newamerican,289,3.5,vOIlzW-0LPGWVvRurdzDWQ
0,1.32E-01,newamerican,29,3,du9SDocmZL7fSggsMMoz0g
0,1.34E-01,newamerican,7,3.5,JQSalpmAN8eazpcfPqifcg
1,9.83E-01,newamerican,5,4,YvUzv_3yrkarui6r8nwldQ
0,5.01E-02,newamerican,3,3.5,eivl0FN8vsmfT1rEIVfLoA
0,2.33E-01,newamerican,215,3,a_OuuvrJDVUZ3f82ULgPsA
0,2.33E-01,newamerican,90,3,7nlSryFlkqzfd-n0iRm2Vg
0,5.01E-02,newamerican,1,5,IFcGHhG3xflTyISZtMFe2Q
0,2.33E-01,newamerican,302,3.5,lkDtUR6P0Y2gYkylHc6SoQ
1,9.83E-01,newamerican,40,4,CC_HUPioTi2Fm4Mc5bp3HQ
0,5.01E-02,newamerican,3,3.5,86-AFT8ZHA-tO7Y89mC3cg
0,2.33E-01,newamerican,113,3.5,SpGy2hwd1FoSa2ckddtaoQ
1,9.83E-01,newamerican,42,4,3FJHcL58XRJmz5R5W9tKvA
0,5.01E-02,newamerican,2,3,RSwr0OyuRb7azE1rXD0zOg
1,9.90E-01,italian,24,4,5SHvBWIQgid5CE5e_6DEsg
0,6.77E-03,newamerican,7,1.5,LXbGRGz3pglZhwkbYZWCNw
0,2.33E-01,newamerican,465,3.5,YL50wX8_PyeQE6NylT8YVQ
0,2.33E-01,newamerican,119,3.5,UgDmmZ0viDlLD7MOhL2iDA
0,6.01E-04,newamerican,3,2.5,0-Z-vRHL-7CqNd7rI4fS8A
0,2.11E-01,italian,65,3,aDsUZs-esGEJVBFgAatucQ
0,1.32E-01,newamerican,27,3,qHXcIPUWVU290jvMvbvk4Q
0,2.33E-01,newamerican,471,3,LX6VHI1RH5cdCELjrpeUQQ
0,2.33E-01,newamerican,161,3.5,hgQxxv1WlmI7lMjLjp-2zA
0,1.32E-01,newamerican,60,3.5,0VYAqXbYRcyiQU8QS-SG_g
0,1.34E-01,newamerican,10,3.5,u5gzFFMQpPizgI7A_arqkQ
0,1.32E-01,newamerican,31,3,onsUmLLkkBKuL5C8w4Hpfw
0,1.32E-01,newamerican,26,3,YON-e0kUoj2L7rOGOIZyAA
0,1.40E-01,newamerican,11,3.5,_gH4ZOEFr78LlZ5KtoOAsg
0,1.32E-01,newamerican,66,3.5,xcx4pNx2CKf2Ywapj--Xkg
0,2.33E-01,newamerican,98,3.5,gbq-eZAEzygjCpKBJt9g8A
0,2.33E-01,newamerican,147,3.5,5AXAhpW6PvcYFo2ZOWhECg
0,5.01E-02,newamerican,2,3,_FbFcCMBYQYvyJQp2-9S_A
0,5.01E-02,newamerican,3,3.5,nHZnOVms6-h7PwU481DFZQ
0,9.79E-02,japanese,38,3.5,vgHwR_1RQTHFjEXeY0oUnA
0,2.33E-01,newamerican,175,3,o3l8CcisNgu10SQB-rRATw
1,7.44E-01,newamerican,525,3.5,qFw918xVIktxYVWL5mpUEg
0,1.32E-01,newamerican,28,3.5,aMcH8VlXtEGnty-weP1IAA
1,9.52E-01,newamerican,1,4,ug_5-gr3EFpmkH2gFkqztg
1,9.83E-01,newamerican,4,4,2N0rmZr3YVSa_sZYTJHxIA
0,2.33E-01,newamerican,280,3.5,Zoq9Q1bciS8vtEGLyTsuuA
0,2.33E-01,newamerican,102,3.5,vELB-YD3_jdRHvRVXJScRA
0,1.32E-01,newamerican,66,3.5,9TvM7Wt5KgJcl57pGob0Yg
0,5.01E-02,newamerican,3,3.5,#NAME?
0,2.33E-01,newamerican,281,3.5,bSKehScpedP2eMA5pGkTxg
0,1.32E-01,newamerican,30,3,SpZGohr6137rGXmaCFQrtA
0,1.32E-01,newamerican,71,3.5,g0ELjSBBNR3YMDa1I8l1AQ
0,5.01E-02,newamerican,1,5,AwTOy0iINiWY3EOTNiQqEg
1,7.17E-01,halal,224,4.5,1u_vkRFPuT8Aeh7Zk3bKyw
1,9.98E-01,halal,517,4,EbX_9tqAJs4gW51gZpOB7g
1,5.59E-01,halal,55,4.5,RJiU4vY5Rk6Dp4xew6FPFQ
1,5.59E-01,halal,65,4.5,tEBX0bt3tXWCOYD_TeBxzg
1,9.83E-01,halal,392,4,vx2JV9juVzSBRGWHOZCTAQ
1,5.59E-01,halal,30,4.5,haK6aVs_oIUqwOn0LVZlRA
1,9.83E-01,halal,394,4,1ubEg-rrSE8IWXl6lJzIGw
1,7.17E-01,halal,396,4.5,7gZGVdqMch7ls0IGO3DijQ
1,9.83E-01,halal,191,4,zvy4KOv2afqUSGin54_xxg
0,7.37E-02,halal,73,5,JvQwPhLtsBTK38sTYoeDeQ
0,7.37E-02,halal,44,5,_eDqIOQKEntGHC6JgVYyCg
1,9.83E-01,halal,121,4,3Wu7lGDEwuP-5OW1rdg0OQ
1,7.17E-01,halal,98,4.5,awRxWGb5C77OYCa-g32fUg
1,9.68E-01,halal,27,4,JtmzTnEDpS03tMytXOPUQw
1,9.68E-01,halal,58,4,htoeGFLUzB37wQee7A2qRQ
1,5.59E-01,halal,23,4.5,J6V8m1BuqXub2uZvoRX8pQ
0,1.37E-01,halal,321,3.5,WEDQ3ysOS2twleC7TZlmGw
1,7.17E-01,halal,99,4.5,TltwCBJXifqJ1Ruy3qCKyQ
0,7.37E-02,halal,34,3.5,Ks7AlGEQfwwTYLib8uz6Mw
0,7.50E-02,halal,9,5,T8WDcV3eb31Lu26aFdgXGA
0,1.37E-01,halal,247,3.5,lP8uDU4oNEkPD8-Ik-PvQQ
0,1.37E-01,halal,105,3.5,wFFCe-z8I3oon7YD3oWJlQ
0,4.74E-01,halal,645,3.5,GcBZDgOKOP-RkH_mI-DS9A
1,9.83E-01,halal,424,4,#NAME?
1,9.99E-01,halal,794,4,kB3QyyhHFVyhGgp35Rnuew
1,9.83E-01,halal,222,4,maXkjUEZGWrKF7BFrrUUXQ
1,9.83E-01,halal,187,4,O2Wf9JozX-Av2SOV6EvmNw
1,5.75E-01,halal,16,4.5,xnrn6Ibn4T22vTjYX1H1zQ
0,7.37E-02,halal,24,5,lDSaMr7SRi3n-S2jT7Czyw
1,9.83E-01,halal,360,4,cP7vkHiDU0emIPrEexv5vA
0,7.83E-02,halal,19,3,kcBznL2XREoTnnZbo1GbeQ
1,9.83E-01,halal,147,4,EKY8DwZVWpkgv6IWrepbWg
1,7.17E-01,halal,218,4.5,tNTXNCUta735nGb0nfSrKQ
0,1.37E-01,halal,153,3.5,FdB6KDTEmX8HvomPwySAHg
1,9.68E-01,halal,34,4,UgVY-74sV9xHzx6WR96Wog
0,7.83E-02,halal,11,5,CypNLOSll5QOSeytI7vYQg
1,5.59E-01,halal,41,4.5,GVaTZnN7a-DkrK57l7BbGw
1,9.83E-01,halal,510,4,cuUmPDEY-1KXzShGdpsqag
0,7.83E-02,halal,11,5,DA8S1ajUl3pNhr-7yJ3idg
1,9.83E-01,halal,191,4,deJwwVdY2L88MAMKxE5S7A
1,5.59E-01,halal,31,4.5,Tx3pJnxQo00twdxjvjc8Ow
1,9.83E-01,halal,191,4,HYW2O2qycmFiGUNt_TlyPA
1,9.68E-01,halal,37,4,U45dUNzVKs2KlM5HRgbDGA
